id,title,url,is_paid,num_subscribers,avg_rating,avg_rating_recent,num_reviews,num_published_lectures,num_published_practice_tests,created,published_time,discounted_price_amount,price_detail_amount,currency
762616,The Complete SQL Bootcamp 2020: Go from Zero to Hero,/course/the-complete-sql-bootcamp/,TRUE,295509,4.66019,4.67874,78006,84,0,14-02-2016,06-04-2016,455,8640,INR
937678,Tableau 2020 A-Z: Hands-On Tableau Training for Data Science,/course/tableau10/,TRUE,209070,4.58956,4.60015,54581,78,0,22-08-2016,23-08-2016,455,8640,INR
1361790,PMP Exam Prep Seminar -  PMBOK Guide 6,/course/pmp-pmbok6-35-pdus/,TRUE,155282,4.59491,4.59326,52653,292,2,26-09-2017,14-11-2017,455,8640,INR
648826,The Complete Financial Analyst Course 2020,/course/the-complete-financial-analyst-course/,TRUE,245860,4.54407,4.53772,46447,338,0,23-10-2015,21-01-2016,455,8640,INR
637930,An Entire MBA in 1 Course:Award Winning Business School Prof,/course/an-entire-mba-in-1-courseaward-winning-business-school-prof/,TRUE,374836,4.4708,4.47173,41630,83,0,12-10-2015,11-01-2016,455,8640,INR
1208634,Microsoft Power BI - A Complete Introduction [2020 EDITION],/course/powerbi-complete-introduction/,TRUE,124180,4.56228,4.57676,38093,275,0,08-05-2017,15-05-2017,455,8640,INR
864146,Agile Crash Course: Agile Project Management; Agile Delivery,/course/agile-crash-course/,TRUE,96207,4.32383,4.29118,30470,23,0,30-05-2016,23-06-2016,455,8640,INR
321410,Beginner to Pro in Excel: Financial Modeling and Valuation,/course/beginner-to-pro-in-excel-financial-modeling-and-valuation/,TRUE,127680,4.54034,4.53346,28665,275,0,17-10-2014,25-11-2014,455,8640,INR
673654,Become a Product Manager | Learn the Skills & Get the Job,/course/become-a-product-manager-learn-the-skills-get-a-job/,TRUE,112572,4.50386,4.5008,27408,144,0,18-11-2015,17-03-2016,455,8640,INR
1653432,The Business Intelligence Analyst Course 2020,/course/the-business-intelligence-analyst-course-2018/,TRUE,115269,4.50067,4.49575,23906,413,0,19-04-2018,25-04-2018,455,8640,INR
1570206,Microsoft Power BI - Up & Running With Power BI Desktop,/course/microsoft-power-bi-up-running-with-power-bi-desktop/,TRUE,86715,4.61951,4.63301,23580,117,0,25-02-2018,26-04-2018,455,8640,INR
751792,Business Analysis Fundamentals,/course/business-analysis-ba/,TRUE,82015,4.49968,4.49034,23326,67,0,03-02-2016,21-02-2016,455,8640,INR
613808,Leadership: Practical Leadership Skills,/course/practical-leadership/,TRUE,68148,4.5687,4.59302,22595,43,0,16-09-2015,09-10-2015,455,5760,INR
1288044,The Complete Foundation Stock Trading Course,/course/foundation-course/,TRUE,76812,4.53878,4.54203,21537,41,0,11-07-2017,25-08-2017,455,8640,INR
1405632,SQL - MySQL for Data Analytics and Business Intelligence,/course/sql-mysql-for-data-analytics-and-business-intelligence/,TRUE,78968,4.57035,4.57067,21436,286,0,23-10-2017,25-10-2017,455,8640,INR
1202988,The Complete Financial Analyst Training & Investing Course,/course/the-complete-financial-analyst-training-and-investing-course/,TRUE,182002,4.49571,4.49507,21421,225,0,03-05-2017,17-08-2017,455,8640,INR
996228,The Ultimate Hands-On Hadoop - Tame your Big Data!,/course/the-ultimate-hands-on-hadoop-tame-your-big-data/,TRUE,114945,4.51251,4.52998,21394,101,0,27-10-2016,23-02-2017,455,8640,INR
965832,The Complete Investment Banking Course 2020,/course/the-complete-investment-banking-course-2016/,TRUE,88468,4.49804,4.48929,19970,160,0,23-09-2016,10-10-2016,455,8640,INR
560388,How to Start an Amazon FBA Store on a Tight Budget,/course/sell-on-amazon-as-small-start-up/,TRUE,72442,4.59922,4.59604,19328,103,0,21-07-2015,01-11-2015,455,8640,INR
980086,Deep Learning Prerequisites: The Numpy Stack in Python (V2+),/course/deep-learning-prerequisites-the-numpy-stack-in-python/,TRUE,239309,4.47381,4.54005,18322,47,0,10-10-2016,12-10-2016,455,1280,INR
1035472,Python for Finance: Investment Fundamentals & Data Analytics,/course/python-for-finance-investment-fundamentals-data-analytics/,TRUE,83072,4.51891,4.52806,17617,111,0,08-12-2016,30-03-2017,455,8640,INR
308690,Forex Trading A-Z™ - With LIVE Examples of Forex Trading,/course/forex-trading/,TRUE,67329,4.56473,4.5554,17016,57,0,26-09-2014,12-12-2014,455,8640,INR
888716,"Introduction to Finance, Accounting, Modeling and Valuation",/course/introduction-to-accounting-finance-modeling-valuation-by-chris-haroun/,TRUE,140676,4.4758,4.46916,17013,61,0,26-06-2016,28-06-2016,500,9280,INR
946654,Write Better Emails: Tactics for Smarter Team Communication,/course/write-better-emails/,TRUE,50037,4.42501,4.41557,15956,23,0,31-08-2016,15-04-2017,455,2560,INR
946742,Beginning Project Management: Project Management Level One,/course/beginning-project-management-project-management-level-one/,TRUE,48055,4.43303,4.42199,14255,44,0,31-08-2016,04-09-2016,455,4800,INR
1153034,The Complete Shopify Aliexpress Dropship course,/course/the-complete-shopify-aliexpress-dropship-course/,TRUE,74011,4.62899,4.63196,14006,88,0,21-03-2017,19-04-2017,455,8640,INR
196152,Writing With Flair: How To Become An Exceptional Writer,/course/writing-with-flair-how-to-become-an-exceptional-writer/,TRUE,102727,4.55248,4.56591,12478,78,0,09-04-2014,30-04-2014,455,8640,INR
2013892,Agile Fundamentals: Including Scrum and Kanban - 2020,/course/agile-fundamentals-scrum-kanban-scrumban/,TRUE,49877,4.40093,4.40429,11977,88,0,08-11-2018,10-11-2018,455,8640,INR
203556,SQL for Data Analysis: Weekender Crash Course for Beginners,/course/sql-for-newbs/,TRUE,59141,4.34305,4.33968,11660,39,0,23-04-2014,21-11-2014,455,8640,INR
563478,Sales Training: Practical Sales Techniques,/course/master-successful-selling/,TRUE,38698,4.57554,4.58325,11529,31,0,24-07-2015,13-09-2015,455,6720,INR
736456,Ninja Writing: The Four Levels Of Writing Mastery,/course/ninja-writing-the-four-levels-of-writing-mastery/,TRUE,85042,4.42296,4.42503,11007,49,0,21-01-2016,01-02-2016,455,8640,INR
946194,Tableau 20 Advanced Training: Master Tableau in Data Science,/course/tableau10-advanced/,TRUE,63084,4.63452,4.64145,10979,74,0,31-08-2016,05-10-2016,455,8640,INR
536706,"Tableau for Beginners: Get CA Certified, Grow Your Career",/course/tableau-accelerate-your-career-and-get-certified/,TRUE,39873,4.46625,4.49998,10725,124,0,25-06-2015,09-11-2015,455,2560,INR
139166,Conscious Listening,/course/conscious-listening/,TRUE,27681,4.47545,4.48064,10671,14,0,29-12-2013,31-12-2013,0,2240,INR
552372,Email Etiquette: Write More Effective Emails At Work,/course/business-emails/,TRUE,33319,4.38382,4.39496,10470,29,0,12-07-2015,13-10-2017,455,1920,INR
1098006,The Complete Presentation and Public Speaking/Speech Course,/course/the-complete-presentation-and-public-speaking-speech-course/,TRUE,158654,4.46745,4.44446,10288,206,0,31-01-2017,02-05-2017,540,10240,INR
1411586,"CAPM Exam Prep Seminar - PMBOK Guide, Sixth Edition",/course/capm-pmbok6/,TRUE,29061,4.56978,4.56584,10102,284,2,27-10-2017,23-12-2017,455,8640,INR
1340842,Robotic Process Automation - RPA Overview,/course/robotic-process-automation/,TRUE,28937,4.36402,4.39681,10059,23,0,03-09-2017,06-09-2017,455,8640,INR
1007240,Power BI A-Z: Hands-On Power BI Training For Data Science!,/course/mspowerbi/,TRUE,72406,4.4679,4.45238,9631,44,0,09-11-2016,09-11-2016,455,8640,INR
2246852,Emotional Intelligence at Work: Learn from Your Emotions,/course/emotional-intelligence-at-work-learn-from-your-emotions/,TRUE,20978,4.45476,4.45477,9594,21,1,28-02-2019,18-03-2019,0,3200,INR
139200,Powerful speaking,/course/powerful-speaking/,TRUE,34296,4.4375,4.45212,9520,19,0,29-12-2013,31-12-2013,0,2240,INR
419658,eBay Drop Shipping Guide with No Inventory - Work From Home,/course/ebay-drop-shipping-guide-with-no-inventory-work-from-home/,TRUE,39816,4.41,4.41373,9195,86,0,11-02-2015,12-03-2015,455,8640,INR
1802404,The Complete Communication Skills Master Class for Life,/course/the-complete-communication-skills-master-class-for-life/,TRUE,62384,4.35213,4.33177,9196,600,0,16-07-2018,21-07-2018,546,10240,INR
48841,Accounting in 60 Minutes - A Brief Introduction,/course/accounting-in-60-minutes-a-brief-introduction/,TRUE,79955,4.50237,4.50644,9107,16,0,07-04-2013,07-04-2013,533,2240,INR
1594488,Blockchain A-Z™: Learn How To Build Your First Blockchain,/course/build-your-blockchain-az/,TRUE,47394,4.58716,4.59197,9081,97,0,13-03-2018,24-03-2018,455,8640,INR
687720,Six Sigma White Belt,/course/six-sigma-white-belt/,TRUE,32818,4.41307,4.46243,8925,15,0,03-12-2015,08-01-2016,455,2560,INR
536482,Security Awareness Training,/course/security-awareness-training/,TRUE,16511,4.51703,4.55482,8915,19,0,24-06-2015,06-07-2015,455,1280,INR
148902,Fundamentals of Analyzing Real Estate Investments,/course/real-estate-investment-analysis/,TRUE,64080,4.45989,4.43577,8591,152,0,18-01-2014,15-04-2014,481,8960,INR
1355610,Communication Fundamentals: How To Communicate Better,/course/communication-fundamentals-how-to-communicate-better/,TRUE,21305,4.38921,4.38864,8122,38,0,20-09-2017,05-10-2017,455,8640,INR
1269254,MBA in a Box: Business Lessons from a CEO,/course/mba-in-a-box-business-lessons-from-a-ceo/,TRUE,44484,4.53584,4.53498,7815,186,0,26-06-2017,28-06-2017,455,8640,INR
555696,PMP EXAM PREP-Project Management Professional FULL TRAINING,/course/pmp-training-for-pmp-certification-pmp-exam/,TRUE,39537,4.44398,4.43587,7693,305,2,15-07-2015,30-11-2015,455,8640,INR
1346444,UiPath - Level 1 Robotic Process Automation,/course/uipath-robotic-process-automation/,TRUE,29095,4.42667,4.42281,7641,87,0,09-09-2017,10-09-2017,488,9280,INR
1121520,The Complete Splunk Beginner Course,/course/splunker/,TRUE,33408,4.44969,4.48307,7448,35,0,21-02-2017,12-04-2017,455,1920,INR
661030,Build a Dropshipping Empire From Scratch [Proven Blueprint],/course/dropship-your-way-to-2000-per-week-the-complete-blueprint/,TRUE,36326,4.3702,4.36866,7362,88,0,05-11-2015,10-11-2015,455,8640,INR
110240,How to Manage & Influence Your Virtual Team,/course/virtual-teams/,TRUE,22106,4.42781,4.40904,7246,38,0,24-10-2013,03-11-2013,455,8640,INR
1596054,PMI-ACP Exam Prep for PMBOK 6,/course/pmiacp_21pdus/,TRUE,25057,4.56653,4.55885,7186,222,1,14-03-2018,07-04-2018,455,8640,INR
1030316,Business Model Innovation: Differentiate & Grow Your Company,/course/disruptive-innovation-business-model-startup/,TRUE,22558,4.54002,4.54419,6797,68,0,02-12-2016,20-04-2017,455,8640,INR
214008,Fundamentals of Business Analysis,/course/businessanalysis/,TRUE,28717,4.44174,4.4567,6623,68,0,09-05-2014,11-05-2014,455,8640,INR
468172,Complete Introduction to Microsoft Power BI [2020 Edition],/course/powerful-reports-and-dashboards-with-microsoft-powerbi/,TRUE,26929,4.50915,4.48945,6471,81,0,05-04-2015,04-11-2015,455,6400,INR
672290,Brilliant Customer Service: How to Impress your Customers!,/course/brilliant-customer-service-lecturio/,TRUE,12728,4.34038,4.34485,6401,6,0,17-11-2015,25-11-2015,455,1280,INR
1355158,"Creativity, Design Thinking, and Innovation for Business",/course/creativity-and-innovation-for-business/,TRUE,16778,4.32706,4.25714,6325,42,0,19-09-2017,25-09-2017,455,8640,INR
640100,Accounting & Financial Statement Analysis: Complete Training,/course/accounting-fsa-a-solid-foundation-for-a-career-in-finance/,TRUE,37953,4.56706,4.57075,6195,54,0,14-10-2015,22-10-2015,455,8640,INR
1037646,Consulting Approach to Problem Solving,/course/consulting-approach-to-problem-solving/,TRUE,17598,4.35379,4.35778,6134,18,0,11-12-2016,02-03-2017,455,6400,INR
1245422,Master SQL For Data Science,/course/master-sql-for-data-science/,TRUE,25039,4.62258,4.62968,6088,48,0,07-06-2017,26-03-2018,455,8640,INR
1758098,How to tell a story with data,/course/tell-a-story-with-data/,TRUE,15059,4.36463,4.34164,6075,31,0,20-06-2018,26-06-2018,455,1280,INR
1587644,Advanced Stock Trading Course + Strategies,/course/advanced-course-plus-strategies/,TRUE,36650,4.54274,4.55138,5893,43,0,08-03-2018,26-03-2018,455,8640,INR
613946,Google Analytics for Beginners | Hands-On Training Course,/course/google-analytics-insights/,TRUE,26292,4.44952,4.39535,5761,30,0,16-09-2015,28-09-2015,455,8640,INR
1659676,The Complete Digital Marketing Guide - 18 Courses in 1,/course/digital-marketing-guide/,TRUE,25820,4.50586,4.46247,5763,637,0,23-04-2018,04-05-2018,455,8640,INR
848496,Deeply Practical Project Management (Earn 16 PDUs),/course/deeply-practical-project-management/,TRUE,25649,4.49939,4.50756,5642,208,0,13-05-2016,05-07-2017,455,8640,INR
1352388,Agile Business Analysis,/course/agile-business-analysis/,TRUE,15826,4.42925,4.44982,5650,16,0,16-09-2017,21-09-2017,455,5760,INR
1242944,Data Analysis Essentials Using Excel,/course/business-data-analysis-excel/,TRUE,42583,4.55896,4.52606,5506,127,0,05-06-2017,26-10-2017,455,8640,INR
1366348,Cross-Cultural Communication: How To Flex Your Style,/course/cross-cultural-communication-how-to-flex-your-style/,TRUE,11077,4.38087,4.37153,5466,32,0,01-10-2017,06-10-2017,455,8640,INR
632738,Better Business Writing Skills,/course/betterbusinesswriting/,TRUE,21249,4.45997,4.45327,5474,65,0,06-10-2015,13-09-2017,455,6400,INR
1919728,Customer Service Mastery: Delight Every Customer,/course/customer-service-mastery/,TRUE,11820,4.40315,4.47804,5435,39,0,18-09-2018,19-11-2018,455,7040,INR
1400386,Cryptocurrency Trading Course 2020: Achieve Wins Daily!,/course/cryptocurrencytrading/,TRUE,19352,4.38696,4.42045,5350,43,0,19-10-2017,09-11-2017,455,8640,INR
1347004,Understanding and developing Emotional Intelligence,/course/developing-emotional-intelligence/,TRUE,13396,4.19608,4.14233,5177,21,0,10-09-2017,13-10-2017,474,3200,INR
1059278,Build a Shopify Dropshipping Business from Scratch,/course/build-a-shopify-dropshipping-business-from-scratch/,TRUE,23854,3.97959,3.98862,5148,88,0,03-01-2017,05-02-2017,455,8640,INR
1356742,"The Complete Personal Finance Course: Save,Protect,Make More",/course/the-complete-personal-finance-course-save-protect-make-more/,TRUE,87181,4.54567,4.58665,5018,122,0,21-09-2017,27-12-2017,455,8640,INR
129118,Product Management 101,/course/productmanagement101/,TRUE,40950,4.46622,4.4613,4960,67,0,04-12-2013,22-12-2013,462,1280,INR
540450,Complete Introduction to Business Data Analysis,/course/the-complete-introduction-to-business-data-analysis/,TRUE,16937,4.50258,4.49369,4903,53,0,29-06-2015,12-08-2015,455,6400,INR
43319,Options Trading Basics (3-Course Bundle),/course/learn-options-trading-courses/,TRUE,28932,4.42527,4.41998,4881,47,0,24-02-2013,25-02-2013,0,9600,INR
335610,Writing With Confidence: Writing Beginner To Writing Pro,/course/writing-for-business/,TRUE,35638,4.4038,4.48216,4857,96,0,04-11-2014,06-03-2015,481,8960,INR
1311030,Process Flowcharts & Process Mapping - The Beginner's Guide,/course/process-mapping-process-flowcharts/,TRUE,22310,4.52025,4.58217,4849,81,0,02-08-2017,17-10-2017,455,8640,INR
1163356,The Complete Project Management Fundamentals Course + CERT,/course/project-management-course-udemy/,TRUE,18460,4.29765,4.28578,4837,65,1,30-03-2017,17-04-2017,481,8960,INR
383414,Beginner to Pro in PowerPoint: Complete PowerPoint Training,/course/powerpoint-master-class-for-business-and-finance-graduates/,TRUE,25454,4.39505,4.35907,4811,90,0,02-01-2015,31-01-2015,455,8640,INR
806710,Microsoft Excel for Project Management  - Earn 5 PDUs,/course/microsoft-excel-for-project-management/,TRUE,21995,4.31962,4.36721,4798,58,0,29-03-2016,30-03-2016,455,3200,INR
404944,Innovation Master Class,/course/innovationmasterclass/,TRUE,14661,4.36619,4.3703,4763,47,0,27-01-2015,23-06-2015,455,6400,INR
1361726,"Security Awareness Training, Internet Security for Employees",/course/security-awareness-training-internet-security-for-everyone/,TRUE,15327,4.37005,4.36076,4733,31,0,26-09-2017,13-11-2017,455,3200,INR
852192,Acumen Presents: Chris Anderson on Public Speaking,/course/chris-anderson-on-public-speaking/,TRUE,26377,4.35714,4.3461,4619,26,0,17-05-2016,08-06-2016,2880,8640,INR
1978132,The Project Management Course: Beginner to PROject Manager,/course/the-project-management-course-beginner-to-project-manager/,TRUE,17036,4.56581,4.58252,4616,99,0,20-10-2018,25-10-2018,494,9280,INR
328266,Project Management Professional (PMP)® - 35 Contact Hours,/course/pmp-certification-complete/,TRUE,27653,4.40769,4.41472,4579,345,0,27-10-2014,05-11-2014,0,12800,INR
1399954,Six Sigma Green Belt (With Excel Application) BKO Accredited,/course/six-sigma-green-belt-including-microsoft-excel-application/,TRUE,14692,4.43296,4.42271,4554,49,0,18-10-2017,10-01-2018,455,8640,INR
1173030,Conflict Management with Emotional Intelligence,/course/conflict-management-with-emotional-intelligence/,TRUE,17167,4.37106,4.39583,4508,83,0,07-04-2017,23-04-2017,455,8640,INR
301456,Certified Six Sigma Yellow Belt Training,/course/six-sigma-yellow-belt/,TRUE,15562,4.52524,4.52462,4466,125,0,16-09-2014,01-12-2014,1600,6400,INR
1918248,Project Management: Master Project Management - PMP/PMI,/course/project-management-mastery/,TRUE,13693,4.57537,4.56385,4412,29,0,18-09-2018,17-10-2018,481,7680,INR
475170,Seth Godin's Freelancer Course,/course/seth-godin-freelancer-course/,TRUE,24449,4.69697,4.69071,4361,88,0,13-04-2015,19-04-2015,0,12800,INR
856992,PMI-ACP Agile Certified Exam Prep - PMI REP 21 PDUs,/course/pmi_acp_exam_prep/,TRUE,16519,4.51699,4.52558,4345,91,0,23-05-2016,09-06-2016,455,8640,INR
942752,Master Course in Tableau 10 & 2020 for Business Intelligence,/course/mastertableau/,TRUE,18774,4.43962,4.43032,4303,66,0,27-08-2016,12-01-2017,455,8640,INR
1415934,Management Skills - Team Leadership Skills Masterclass 2020,/course/leadership-and-lean-management-masterclass/,TRUE,25911,4.48485,4.48328,4297,257,0,31-10-2017,06-11-2017,455,8640,INR
1362218,"Leadership: How to Influence, Inspire and Impact as a Leader",/course/leadership-influence-everyone/,TRUE,13088,4.39762,4.38683,4290,57,0,27-09-2017,03-10-2017,455,8640,INR
1025822,Business Analysis Modeling Skills & Techniques,/course/visual-modeling-master-class/,TRUE,26338,4.5025,4.48832,4240,75,0,28-11-2016,06-12-2016,488,8640,INR
746432,Start Trading Stocks Using Technical Analysis!,/course/professional-stock-trader/,TRUE,17983,4.46687,4.45915,4166,45,0,30-01-2016,03-02-2016,455,8640,INR
665152,Mastering Agile Scrum Project Management,/course/mastering-agile-scrum-project-management-pmi-rep/,TRUE,26047,4.27826,4.28871,4163,301,0,09-11-2015,20-12-2015,0,12800,INR
430604,12 Strategies for Dealing With Difficult People,/course/12-strategies-for-dealing-with-difficult-people/,TRUE,9995,4.38218,4.36972,4132,18,0,24-02-2015,10-05-2016,455,2880,INR
1058614,Blogging Masterclass: How To Build A Successful Blog In 2020,/course/build-a-blog/,TRUE,22578,4.55337,4.56349,4073,85,0,02-01-2017,04-01-2017,455,8640,INR
482564,[2020] The Complete Management Skills Certification Course,/course/new-manager-training/,TRUE,27968,4.33932,4.32888,3914,71,0,21-04-2015,24-04-2015,494,8640,INR
943842,Business Analyst: Software Testing Processes & Techniques,/course/software-testing-business-analyst/,TRUE,17839,4.39702,4.42994,3869,31,0,29-08-2016,07-11-2016,455,7680,INR
1494648,Risk Management for Cybersecurity and IT Managers,/course/risk-management-for-cybersecurity/,TRUE,10964,4.52812,4.48615,3868,24,0,04-01-2018,08-01-2018,455,6400,INR
585072,Culture | How to Make Team Decisions,/course/culture-how-to-make-team-decisions/,TRUE,6978,4.32603,4.3116,3855,11,0,17-08-2015,14-09-2015,455,1920,INR
1263000,Administrative Human Resources (HR) for Beginners,/course/administrative-human-resources-for-beginners/,TRUE,9245,4.32892,4.33758,3846,11,0,21-06-2017,20-07-2017,455,4800,INR
677348,Supply Chain Fundamentals:  Understanding the Basics,/course/save-1000s-each-month-thinking-like-a-supply-chain-expert/,TRUE,12904,4.43758,4.4171,3845,76,0,22-11-2015,18-01-2016,455,4480,INR
1476730,"Lean Leadership Skills, Lean Culture & Lean Management",/course/lean-leadership-lean-culture-change-management/,TRUE,13754,4.48388,4.47766,3824,81,0,20-12-2017,18-01-2018,455,8640,INR
815236,SPSS Masterclass: Learn SPSS From Scratch to Advanced,/course/spss-statistics-foundation-course-from-scratch-to-advanced/,TRUE,15445,4.49911,4.37074,3754,398,0,07-04-2016,04-07-2016,455,8640,INR
1449746,Business Development & B2B Sales for Startups- Sales Valley,/course/businessdevelopment-b2b-sales-for-startups-sales-valley/,TRUE,17226,4.52144,4.48169,3742,35,0,27-11-2017,22-12-2017,455,8640,INR
1039210,Lean Management For All Sectors (Dutch BKO Accredited),/course/leanmanagement/,TRUE,12864,4.54621,4.57774,3672,37,0,12-12-2016,05-01-2017,455,8640,INR
508302,The Complete Product Management Course,/course/the-complete-product-management-course/,TRUE,16218,4.39599,4.38889,3665,87,0,21-05-2015,28-05-2015,455,8640,INR
985922,Excel Crash Course: Master Excel for Financial Analysis,/course/excel-crash-course-master-excel-for-financial-analysis/,TRUE,20258,4.39798,4.3452,3668,40,0,16-10-2016,18-10-2016,462,2880,INR
1139966,ISO/IEC 27001. Information Security Management System.,/course/isoiec-27001-information-security-management-system/,TRUE,12506,4.36449,4.35506,3657,57,0,09-03-2017,27-03-2017,455,5440,INR
1259060,The Complete QlikView Boot Camp,/course/the-complete-qlikview-boot-camp/,TRUE,16016,4.53636,4.49352,3642,114,0,19-06-2017,26-09-2017,455,8640,INR
484114,Punctuation Mastery,/course/punctuation-mastery/,TRUE,23044,4.44862,4.44526,3626,37,0,23-04-2015,09-06-2015,455,8640,INR
1137208,The Foundations of Fiction (Writing Mastery),/course/the-foundations-of-fiction-writing-mastery/,TRUE,21310,4.506,4.50923,3587,56,0,07-03-2017,11-11-2017,455,6400,INR
260470,Forex Robots: Automate Your Trading - Forex Robot Included!,/course/backtesting/,TRUE,28811,4.65399,4.66003,3586,45,0,13-07-2014,12-10-2014,455,8640,INR
945766,Innovative Growth Strategy: A Beginner's Guide,/course/innovative-growth-strategy-a-beginners-guide/,TRUE,6153,4.4007,4.41012,3589,23,0,30-08-2016,04-10-2016,455,3200,INR
1787702,The Complete Business Plan Course (Includes 50 Templates),/course/the-complete-business-plan-course/,TRUE,77373,4.60651,4.61955,3576,62,0,08-07-2018,13-11-2018,455,8640,INR
285934,Ask Better Questions - Build Better Relationships,/course/build-better-relationships/,TRUE,13819,4.41452,4.39808,3563,35,0,22-08-2014,12-09-2014,455,5440,INR
739390,Financial Planning & Analysis: Building a Company's Budget,/course/financial-planning-analysis-building-a-companys-budget/,TRUE,16756,4.32136,4.26479,3557,30,0,24-01-2016,15-06-2016,455,8640,INR
619692,Learn to Sell Anything by Grant Cardone,/course/the-fundamentals-of-selling-by-grant-cardone/,TRUE,15174,4.41604,4.40143,3543,58,0,22-09-2015,24-09-2015,800,3200,INR
1346422,UIPath RPA - Tech Primer,/course/rpa-tech-overview/,TRUE,11405,4.58471,4.60612,3517,55,0,09-09-2017,15-11-2017,455,8640,INR
1059196,Business Skills: Email Etiquette Rules Everyone Should Know,/course/email-etiquette-for-business/,TRUE,11653,4.40152,4.39118,3430,22,0,03-01-2017,27-01-2017,455,6400,INR
909996,Navigate Diversity,/course/navigate-diversity/,TRUE,7453,4.36531,4.33452,3422,24,0,20-07-2016,21-07-2016,455,1920,INR
1794901,"LinkedIn Marketing, Lead Generation & B2B Sales for LinkedIn",/course/linkedinmachine/,TRUE,14644,4.37332,4.31283,3401,22,0,12-07-2018,24-07-2018,455,8640,INR
125808,World-Class HR: 21st Century Talent Management,/course/world-class-hr-21st-century-talent-management/,TRUE,28894,4.31591,4.28561,3394,18,0,26-11-2013,17-12-2013,455,3200,INR
934526,Developing Emotional Intelligence in Teams,/course/developing-emotional-intelligence-in-teams/,TRUE,9475,4.40617,4.4235,3372,51,0,18-08-2016,25-08-2016,455,8640,INR
1543984,The Real Estate Financial Modeling Bootcamp,/course/the-real-estate-financial-modeling-bootcamp/,TRUE,14308,4.66115,4.67377,3356,122,0,07-02-2018,01-03-2018,455,8640,INR
646076,Agile Project Management: Scrum Step by Step with Examples,/course/scrum-master-training/,TRUE,83126,4.12876,4.15775,3348,66,0,20-10-2015,13-01-2016,481,8960,INR
2126354,The Last Amazon FBA Course - [ 2020 ] Private Label Guide,/course/how-to-sell-on-amazon-fba/,TRUE,18802,4.64847,4.65102,3344,369,0,04-01-2019,20-03-2019,455,8640,INR
1630412,Blockchain for Business 2020: The New Industrial Revolution,/course/blockchain-for-business-the-new-industrial-revolution/,TRUE,15542,4.45327,4.39867,3339,71,0,04-04-2018,23-05-2018,455,8640,INR
314744,Lean Six Sigma Green Belt Online Course (2020),/course/lean-six-sigma-green-belt-online/,TRUE,13530,4.28972,4.28834,3328,165,0,07-10-2014,05-01-2016,488,9280,INR
963844,Editing Mastery: How To Edit Writing To Perfection,/course/editing-mastery/,TRUE,24847,4.52647,4.52638,3305,56,0,21-09-2016,16-10-2016,455,8640,INR
481434,"Communicate for Business: Write, Email, Close the Loop",/course/communicate-for-business-write-email-close-the-loop/,TRUE,13712,4.29722,4.26506,3290,36,0,20-04-2015,29-04-2015,455,1280,INR
1498158,Time and Task Management: Time Management Techniques,/course/time_task_management/,TRUE,9876,4.33333,4.3898,3270,26,0,07-01-2018,16-01-2018,455,3200,INR
1322562,"How to Present Your Thoughts Smoothly, Clearly & Powerfully",/course/how-to-present-your-thoughts-smoothly-clearly-powerfully/,TRUE,8111,4.29382,4.34367,3262,25,0,15-08-2017,23-09-2017,455,1600,INR
2296344,Speak Like a Pro: Public Speaking for Professionals,/course/speak-like-a-pro-public-speaking-for-professionals/,TRUE,7556,4.34922,4.36594,3270,29,1,28-03-2019,11-04-2019,0,12800,INR
912902,Six Sigma White Belt: Learn Six Sigma & Grow Your Potential,/course/lean-six-sigma-white-belt-certification/,TRUE,10924,4.40312,4.45424,3242,35,0,24-07-2016,07-08-2016,455,8640,INR
696616,Stock Trading & Investing for Beginners 4-in-1 Course Bundle,/course/complete-stock-market-starter-toolkit-for-beginners/,TRUE,16406,4.46085,4.21029,3217,120,0,13-12-2015,31-03-2016,455,8640,INR
2135486,Microsoft Power BI - Business Intelligence for Beginners,/course/business-data-analysis-using-microsoft-power-bi/,TRUE,14958,4.4156,4.35902,3200,247,0,07-01-2019,04-02-2019,481,8960,INR
835336,Blogging for a Living: Perfect Small Budget Project,/course/build-a-successful-blog-the-complete-blueprint-level-1/,TRUE,19166,4.45363,4.45428,3177,135,0,29-04-2016,24-10-2016,455,8640,INR
1384448,Power BI Masterclass - beginners to advanced,/course/power-bi-masterclass-beginners-to-advanced/,TRUE,12244,4.40347,4.40381,3159,46,0,07-10-2017,10-10-2017,455,8640,INR
572350,How To Make A Great First Impression,/course/how-to-make-a-great-first-impression/,TRUE,28744,4.4,4.39662,3116,5,0,03-08-2015,12-08-2015,455,1280,INR
698362,Understand SWOT Analysis in 30 minutes,/course/learn-swot-analysis/,TRUE,23932,4.08065,4.11044,3108,11,0,15-12-2015,02-05-2016,455,1280,INR
1355906,Understanding Unconscious Bias,/course/unconscious-bias/,TRUE,7916,4.31579,4.30947,3102,11,0,20-09-2017,10-10-2017,455,3200,INR
526000,How to Manage Difficult Conversations: Beginner's Guide,/course/talks-about-challenging-topics/,TRUE,8188,4.36296,4.3628,3092,44,0,11-06-2015,14-06-2016,455,6080,INR
1353936,Collaboration and Emotional Intelligence,/course/collaboration-and-emotional-intelligence/,TRUE,7633,4.37472,4.36324,3072,48,0,18-09-2017,29-09-2017,455,8640,INR
